order_date,ship_date,ship_mode,segment,city,state,region,category,sub-category,product_name,sales,order_year,order_month,order_day,shipping_time,category_avg_sales,day_of_week,is_weekend,month,year,quarter,is_month_start,is_month_end,log_sales,region_avg_sales,city_order_count,product_name_length,shipping_days
2017-06-12,2017-06-14,Second Class,Home Office,Chicago,Illinois,Central,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,2017,6,12,2 days,456.40147435190295,0,0,6,2017,2,0,0,6.916694207451195,216.35788897672376,308,83,2
2017-06-12,2017-06-14,Second Class,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1908,313.488,2017,6,12,2 days,119.38100084616687,0,0,6,2017,2,0,0,5.750945919609682,216.35788897672376,308,10,2
2018-09-15,2018-09-19,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,Xerox 1897,31.872,2018,9,15,4 days,119.38100084616687,5,1,9,2018,3,0,0,3.4926212315811087,216.35788897672376,374,10,4
2018-01-20,2018-01-23,Second Class,Corporate,New York City,New York,East,Furniture,Chairs,Global Deluxe Steno Chair,207.846,2018,1,20,3 days,350.687146701974,5,1,1,2018,1,0,0,5.341597138257978,240.3869806034483,891,25,3
2017-09-05,2017-09-07,Second Class,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,Aluminum Document Frame,12.22,2017,9,5,2 days,350.687146701974,1,0,9,2017,3,0,0,2.5817308344235403,216.35788897672376,115,23,2
2017-09-05,2017-09-07,Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94,2017,9,5,2 days,119.38100084616687,1,0,9,2017,3,0,0,5.277808489916496,216.35788897672376,115,60,2
2017-09-05,2017-09-07,Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,2017,9,5,2 days,119.38100084616687,1,0,9,2017,3,0,0,4.2759714333333765,216.35788897672376,115,57,2
2017-09-05,2017-09-07,Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,2017,9,5,2 days,119.38100084616687,1,0,9,2017,3,0,0,4.525693984486295,216.35788897672376,115,41,2
2017-09-05,2017-09-07,Second Class,Consumer,Detroit,Michigan,Central,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,2017,9,5,2 days,350.687146701974,1,0,9,2017,3,0,0,5.496922293415092,216.35788897672376,115,47,2
2017-09-05,2017-09-07,Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,Avery 520,22.05,2017,9,5,2 days,119.38100084616687,1,0,9,2017,3,0,0,3.1376657694426577,216.35788897672376,115,9,2
2018-03-20,2018-03-25,Second Class,Consumer,Columbus,Indiana,Central,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,2018,3,20,5 days,350.687146701974,1,0,3,2018,1,0,0,1.3635373739972745,216.35788897672376,220,77,5
2017-04-01,2017-04-03,Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,Newell 345,59.52,2017,4,1,2 days,119.38100084616687,5,1,4,2017,2,1,0,4.102973888920155,240.3869806034483,24,10,2
2017-04-01,2017-04-03,Second Class,Consumer,Auburn,New York,East,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,2017,4,1,2 days,119.38100084616687,5,1,4,2017,2,1,0,5.093382034882496,240.3869806034483,24,47,2
2017-04-01,2017-04-03,Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,2017,4,1,2 days,119.38100084616687,5,1,4,2017,2,1,0,5.5792768932389905,240.3869806034483,24,57,2
2017-04-01,2017-04-03,Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,50 Colored Long Pencils,30.48,2017,4,1,2 days,119.38100084616687,5,1,4,2017,2,1,0,3.4493524235492026,240.3869806034483,24,23,2
2017-04-01,2017-04-03,Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,Newell 342,9.84,2017,4,1,2 days,119.38100084616687,5,1,4,2017,2,1,0,2.3832429960115,240.3869806034483,24,10,2
2017-04-01,2017-04-03,Second Class,Consumer,Auburn,New York,East,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,2017,4,1,2 days,456.40147435190295,5,1,4,2017,2,1,0,3.5868467285487844,240.3869806034483,24,56,2
2018-10-20,2018-10-24,Standard Class,Corporate,Akron,Ohio,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2018,10,20,4 days,350.687146701974,5,1,10,2018,4,0,0,5.653765558333946,240.3869806034483,20,40,4
2018-10-20,2018-10-24,Standard Class,Corporate,Akron,Ohio,East,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.408,2018,10,20,4 days,119.38100084616687,5,1,10,2018,4,0,0,6.501902095582497,240.3869806034483,20,40,4
2017-12-13,2017-12-17,Standard Class,Corporate,Norman,Oklahoma,Central,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,2017,12,13,4 days,456.40147435190295,2,0,12,2017,4,0,0,4.1725394098071575,216.35788897672376,2,51,4
2015-02-12,2015-02-18,Standard Class,Consumer,Concord,California,West,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2015,2,12,6 days,350.687146701974,3,0,2,2015,1,0,0,4.871894163848395,226.18461289808917,31,34,6
2017-09-26,2017-10-01,Standard Class,Consumer,Decatur,Illinois,Central,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,2017,9,26,5 days,350.687146701974,1,0,9,2017,3,0,0,6.6181486891675725,216.35788897672376,32,64,5
2017-09-26,2017-10-01,Standard Class,Consumer,Decatur,Illinois,Central,Office Supplies,Envelopes,Staple envelope,8.928,2017,9,26,5 days,119.38100084616687,1,0,9,2017,3,0,0,2.295359047902306,216.35788897672376,32,15,5
2016-12-15,2016-12-22,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,3M Office Air Cleaner,103.92,2016,12,15,7 days,119.38100084616687,3,0,12,2016,4,0,0,4.653198154998673,226.18461289808917,426,21,7
2016-12-15,2016-12-22,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,2016,12,15,7 days,456.40147435190295,3,0,12,2016,4,0,0,6.803405363606889,226.18461289808917,426,40,7
2016-12-15,2016-12-22,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,2016,12,15,7 days,119.38100084616687,3,0,12,2016,4,0,0,3.957225790258975,226.18461289808917,426,29,7
2017-04-22,2017-04-29,Standard Class,Home Office,Phoenix,Arizona,West,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,2017,4,22,7 days,350.687146701974,5,1,4,2017,2,0,0,3.2011191032789417,226.18461289808917,63,27,7
2017-04-22,2017-04-29,Standard Class,Home Office,Phoenix,Arizona,West,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,2017,4,22,7 days,350.687146701974,5,1,4,2017,2,0,0,7.149626370089079,226.18461289808917,63,52,7
2017-04-22,2017-04-29,Standard Class,Home Office,Phoenix,Arizona,West,Office Supplies,Binders,Poly Designer Cover & Back,28.485,2017,4,22,7 days,119.38100084616687,5,1,4,2017,2,0,0,3.3838816594524674,226.18461289808917,63,26,7
2017-04-22,2017-04-29,Standard Class,Home Office,Phoenix,Arizona,West,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2017,4,22,7 days,119.38100084616687,5,1,4,2017,2,0,0,5.2277661385970005,226.18461289808917,63,30,7
2017-04-22,2017-04-29,Standard Class,Home Office,Phoenix,Arizona,West,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2017,4,22,7 days,119.38100084616687,5,1,4,2017,2,0,0,4.372884976756598,226.18461289808917,63,76,7
2016-01-17,2016-01-24,Standard Class,Home Office,Park Ridge,Illinois,Central,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,2016,1,17,7 days,350.687146701974,6,1,1,2016,1,0,0,5.5441769441459785,216.35788897672376,3,62,7
2018-03-31,2018-04-04,Standard Class,Corporate,Amarillo,Texas,Central,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,2018,3,31,4 days,350.687146701974,5,1,3,2018,1,0,1,5.329490399198929,216.35788897672376,10,27,4
2017-12-16,2017-12-20,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.788,2017,12,16,4 days,119.38100084616687,5,1,12,2017,4,0,0,1.7557868087692374,216.35788897672376,308,26,4
2016-12-20,2016-12-24,Standard Class,Corporate,Lindenhurst,New York,East,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,2016,12,20,4 days,119.38100084616687,1,0,12,2016,4,0,0,4.033886593184986,240.3869806034483,1,82,4
2015-11-09,2015-11-11,Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,2015,11,9,2 days,119.38100084616687,0,0,11,2015,4,0,0,5.8345767915708375,226.18461289808917,500,29,2
2015-11-09,2015-11-11,Second Class,Consumer,San Francisco,California,West,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2015,11,9,2 days,350.687146701974,0,0,11,2015,4,0,0,5.410153867673198,226.18461289808917,500,51,2
2015-11-09,2015-11-11,Second Class,Consumer,San Francisco,California,West,Technology,Phones,Samsung Galaxy Note 3,703.968,2015,11,9,2 days,456.40147435190295,0,0,11,2015,4,0,0,6.558152411711186,226.18461289808917,500,21,2
2015-11-09,2015-11-11,Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,2015,11,9,2 days,119.38100084616687,0,0,11,2015,4,0,0,4.538175317163813,226.18461289808917,500,43,2
2015-11-09,2015-11-11,Second Class,Consumer,San Francisco,California,West,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,2015,11,9,2 days,119.38100084616687,0,0,11,2015,4,0,0,4.153399325003416,226.18461289808917,500,63,2
2015-11-09,2015-11-11,Second Class,Consumer,San Francisco,California,West,Office Supplies,Paper,Xerox 1912,94.85,2015,11,9,2 days,119.38100084616687,0,0,11,2015,4,0,0,4.562784469491653,226.18461289808917,500,10,2
2017-07-12,2017-07-19,Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,2017,7,12,7 days,456.40147435190295,2,0,7,2017,3,0,0,4.572233685741827,226.18461289808917,728,34,7
2017-10-27,2017-11-02,Standard Class,Consumer,Troy,New York,East,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,2017,10,27,6 days,350.687146701974,4,0,10,2017,4,0,0,3.7184382563554808,240.3869806034483,29,59,6
2017-06-26,2017-07-02,Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,Prang Colored Pencils,14.7,2017,6,26,6 days,119.38100084616687,0,0,6,2017,2,0,0,2.7536607123542622,240.3869806034483,891,21,6
2017-06-26,2017-07-02,Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,2017,6,26,6 days,119.38100084616687,0,0,6,2017,2,0,0,6.558552349882105,240.3869806034483,891,57,6
2015-10-06,2015-10-10,Standard Class,Consumer,San Diego,California,West,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,2015,10,6,4 days,456.40147435190295,1,0,10,2015,4,0,0,2.3115448343655176,226.18461289808917,170,64,4
2015-07-22,2015-07-27,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2015,7,22,5 days,119.38100084616687,2,0,7,2015,3,0,0,1.9401794743463283,240.3869806034483,891,70,5
2015-07-22,2015-07-27,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2015,7,22,5 days,456.40147435190295,2,0,7,2015,3,0,0,5.0812801336655875,240.3869806034483,891,35,5
2018-06-10,2018-06-13,First Class,Home Office,Los Angeles,California,West,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6,2018,6,10,3 days,119.38100084616687,6,1,6,2018,2,0,0,3.4210000089583352,226.18461289808917,728,38,3
2018-06-10,2018-06-13,First Class,Home Office,Los Angeles,California,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,2018,6,10,3 days,350.687146701974,6,1,6,2018,2,0,0,6.244487237699863,226.18461289808917,728,46,3
2018-06-10,2018-06-13,First Class,Home Office,Los Angeles,California,West,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96,2018,6,10,3 days,456.40147435190295,6,1,6,2018,2,0,0,5.638212310446752,226.18461289808917,728,40,3
2015-10-29,2015-10-31,First Class,Consumer,Chicago,Illinois,Central,Technology,Phones,Apple iPhone 5S,2735.952,2015,10,29,2 days,456.40147435190295,3,0,10,2015,4,0,0,7.914600171437134,216.35788897672376,308,15,2
2015-06-09,2015-06-13,Second Class,Home Office,Huntsville,Texas,Central,Technology,Phones,Square Credit Card Reader,7.992,2015,6,9,4 days,456.40147435190295,1,0,6,2015,2,0,0,2.1963352931513356,216.35788897672376,36,25,4
2015-06-09,2015-06-13,Second Class,Home Office,Huntsville,Texas,Central,Technology,Accessories,Logitech M510 Wireless Mouse,63.984,2015,6,9,4 days,456.40147435190295,1,0,6,2015,2,0,0,4.174141085748653,216.35788897672376,36,28,4
2015-06-09,2015-06-13,Second Class,Home Office,Huntsville,Texas,Central,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368,2015,6,9,4 days,119.38100084616687,1,0,6,2015,2,0,0,4.267849589611482,216.35788897672376,36,57,4
2015-09-14,2015-09-19,Standard Class,Consumer,Rochester,New York,East,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,2015,9,14,5 days,119.38100084616687,0,0,9,2015,3,0,0,6.109580860554486,240.3869806034483,53,33,5
2015-09-14,2015-09-19,Standard Class,Consumer,Rochester,New York,East,Office Supplies,Envelopes,Colored Envelopes,11.07,2015,9,14,5 days,119.38100084616687,0,0,9,2015,3,0,0,2.4907230351094403,240.3869806034483,53,17,5
2017-05-09,2017-05-14,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2017,5,9,5 days,456.40147435190295,1,0,5,2017,2,0,0,4.553666343120976,226.18461289808917,426,47,5
2017-03-18,2017-03-21,Second Class,Consumer,Memphis,Tennessee,South,Furniture,Tables,Balt Solid Wood Rectangular Table,189.882,2017,3,18,3 days,350.687146701974,5,1,3,2017,1,0,0,5.251655436081806,243.52406695869837,30,33,3
2016-12-27,2016-12-31,Standard Class,Consumer,Fayetteville,Arkansas,South,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",105.42,2016,12,27,4 days,119.38100084616687,1,0,12,2016,4,0,0,4.667393529168224,243.52406695869837,41,40,4
2017-07-25,2017-07-31,Standard Class,Consumer,Costa Mesa,California,West,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.616,2017,7,25,6 days,119.38100084616687,1,0,7,2017,3,0,0,4.792611945476617,226.18461289808917,8,30,6
2017-07-25,2017-07-31,Standard Class,Consumer,Costa Mesa,California,West,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,2017,7,25,6 days,350.687146701974,1,0,7,2017,3,0,0,5.548141796443577,226.18461289808917,8,54,6
2017-07-25,2017-07-31,Standard Class,Consumer,Costa Mesa,California,West,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2017,7,25,6 days,350.687146701974,1,0,7,2017,3,0,0,5.491282083440471,226.18461289808917,8,53,6
2017-07-25,2017-07-31,Standard Class,Consumer,Costa Mesa,California,West,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,2017,7,25,6 days,350.687146701974,1,0,7,2017,3,0,0,4.252771798816619,226.18461289808917,8,43,6
2017-05-30,2017-06-04,Standard Class,Corporate,Parker,Colorado,West,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2017,5,30,5 days,119.38100084616687,1,0,5,2017,2,0,0,3.1620938107692163,226.18461289808917,8,28,5
2017-05-30,2017-06-04,Standard Class,Corporate,Parker,Colorado,West,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.952,2017,5,30,5 days,119.38100084616687,1,0,5,2017,2,0,0,2.7695842132194826,226.18461289808917,8,32,5
2017-05-30,2017-06-04,Standard Class,Corporate,Parker,Colorado,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2017,5,30,5 days,350.687146701974,1,0,5,2017,2,0,0,6.687816586616838,226.18461289808917,8,45,5
2017-05-30,2017-06-04,Standard Class,Corporate,Parker,Colorado,West,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,2.376,2017,5,30,5 days,119.38100084616687,1,0,5,2017,2,0,0,1.2166915767337108,226.18461289808917,8,48,5
2017-05-30,2017-06-04,Standard Class,Corporate,Parker,Colorado,West,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792,2017,5,30,5 days,119.38100084616687,1,0,5,2017,2,0,0,3.5202240880837965,226.18461289808917,8,95,5
2018-11-12,2018-11-15,Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,2018,11,12,3 days,119.38100084616687,0,0,11,2018,4,0,0,2.8284963541780774,240.3869806034483,891,43,3
2016-03-16,2016-03-22,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,2016,3,16,6 days,119.38100084616687,2,0,3,2016,1,0,0,1.3190856114264407,243.52406695869837,39,39,6
2016-03-16,2016-03-22,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Art,Newell 344,8.34,2016,3,16,6 days,119.38100084616687,2,0,3,2016,1,0,0,2.234306252240751,243.52406695869837,39,10,6
2016-03-16,2016-03-22,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,2016,3,16,6 days,119.38100084616687,2,0,3,2016,1,0,0,3.865769620910684,243.52406695869837,39,47,6
2016-03-16,2016-03-22,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,2016,3,16,6 days,119.38100084616687,2,0,3,2016,1,0,0,8.757146661042908,243.52406695869837,39,75,6
2018-11-26,2018-11-27,First Class,Consumer,Gladstone,Missouri,Central,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,2018,11,26,1 days,350.687146701974,0,0,11,2018,4,0,0,4.846546505563361,216.35788897672376,2,43,1
2018-11-26,2018-11-27,First Class,Consumer,Gladstone,Missouri,Central,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,38.04,2018,11,26,1 days,456.40147435190295,0,0,11,2018,4,0,0,3.664586761544892,216.35788897672376,2,36,1
2017-10-20,2017-10-23,First Class,Consumer,Newark,Ohio,East,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7.152,2017,10,20,3 days,119.38100084616687,4,0,10,2017,4,0,0,2.098263295920424,240.3869806034483,92,70,3
2018-12-21,2018-12-25,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 327,6.63,2018,12,21,4 days,119.38100084616687,4,0,12,2018,4,0,0,2.0320878452963655,226.18461289808917,728,10,4
2018-12-21,2018-12-25,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 317,5.88,2018,12,21,4 days,119.38100084616687,4,0,12,2018,4,0,0,1.9286186519452522,226.18461289808917,728,10,4
2018-01-22,2018-01-27,Standard Class,Home Office,Great Falls,Montana,West,Technology,Copiers,Canon Image Class D660 Copier,2999.95,2018,1,22,5 days,456.40147435190295,0,0,1,2018,1,0,0,8.006684184188607,226.18461289808917,8,29,5
2018-01-22,2018-01-27,Standard Class,Home Office,Great Falls,Montana,West,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,2018,1,22,5 days,119.38100084616687,0,0,1,2018,1,0,0,3.9598603348423063,226.18461289808917,8,28,5
2018-01-22,2018-01-27,Standard Class,Home Office,Great Falls,Montana,West,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2018,1,22,5 days,119.38100084616687,0,0,1,2018,1,0,0,2.561867690924129,226.18461289808917,8,58,5
2018-01-22,2018-01-27,Standard Class,Home Office,Great Falls,Montana,West,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,2018,1,22,5 days,119.38100084616687,0,0,1,2018,1,0,0,7.0273322601112405,226.18461289808917,8,27,5
2016-03-22,2016-03-26,Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,2016,3,22,4 days,456.40147435190295,1,0,3,2016,1,0,0,2.964860609886904,216.35788897672376,374,63,4
2016-03-22,2016-03-26,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.568,2016,3,22,4 days,119.38100084616687,1,0,3,2016,1,0,0,4.871894163848395,216.35788897672376,374,58,4
2016-03-22,2016-03-26,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.112,2016,3,22,4 days,119.38100084616687,1,0,3,2016,1,0,0,2.7154891301992086,216.35788897672376,374,50,4
2018-01-23,2018-01-25,First Class,Corporate,Detroit,Michigan,Central,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2018,1,23,2 days,350.687146701974,1,0,1,2018,1,0,0,5.356491930599109,216.35788897672376,115,33,2
2017-05-21,2017-05-23,First Class,Consumer,Los Angeles,California,West,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55.176,2017,5,21,2 days,456.40147435190295,6,1,5,2017,2,0,0,4.028489619426076,226.18461289808917,728,42,2
2017-05-21,2017-05-23,First Class,Consumer,Los Angeles,California,West,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,2017,5,21,2 days,456.40147435190295,6,1,5,2017,2,0,0,4.208565706312124,226.18461289808917,728,49,2
2016-12-26,2017-01-02,Standard Class,Consumer,Lawrence,Massachusetts,East,Office Supplies,Fasteners,Staples,22.2,2016,12,26,7 days,119.38100084616687,0,0,12,2016,4,0,0,3.1441522786722644,240.3869806034483,44,7,7
2018-10-21,2018-10-26,Standard Class,Home Office,Lakeland,Florida,South,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,2018,10,21,5 days,350.687146701974,6,1,10,2018,4,0,0,6.529348762814298,243.52406695869837,22,51,5
2018-10-21,2018-10-26,Standard Class,Home Office,Lakeland,Florida,South,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,2018,10,21,5 days,350.687146701974,6,1,10,2018,4,0,0,3.8436585079014898,243.52406695869837,22,60,5
2016-09-03,2016-09-07,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Eldon Gobal File Keepers,36.336,2016,9,3,4 days,119.38100084616687,5,1,9,2016,3,0,0,3.6199580086475143,240.3869806034483,532,24,4
2016-09-03,2016-09-07,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.248,2016,9,3,4 days,119.38100084616687,5,1,9,2016,3,0,0,6.503161790902847,240.3869806034483,532,50,4
2016-09-03,2016-09-07,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,2016,9,3,4 days,119.38100084616687,5,1,9,2016,3,0,0,3.979905927816107,240.3869806034483,532,82,4
2016-11-07,2016-11-09,Second Class,Corporate,Los Angeles,California,West,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,2016,11,7,2 days,350.687146701974,0,0,11,2016,4,0,0,5.25603597429143,226.18461289808917,728,31,2
2018-09-07,2018-09-11,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,2018,9,7,4 days,350.687146701974,4,0,9,2018,3,0,0,3.8905950580145254,226.18461289808917,728,44,4
2017-05-29,2017-06-01,Second Class,Consumer,Montgomery,Alabama,South,Technology,Phones,Panasonic KX-TG9471B,979.95,2017,5,29,3 days,456.40147435190295,0,0,5,2017,2,0,0,6.888521489866838,243.52406695869837,10,20,3
2017-05-29,2017-06-01,Second Class,Consumer,Montgomery,Alabama,South,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75,2017,5,29,3 days,119.38100084616687,0,0,5,2017,2,0,0,3.1675825304806504,243.52406695869837,10,30,3
2017-07-10,2017-07-16,Standard Class,Consumer,Mesa,Arizona,West,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2017,7,10,6 days,119.38100084616687,0,0,7,2017,3,0,0,2.8773990865921264,226.18461289808917,28,36,6
2018-09-03,2018-09-08,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.616,2018,9,3,5 days,119.38100084616687,0,0,9,2018,3,0,0,3.7754240555141223,216.35788897672376,308,37,5
2016-12-03,2016-12-08,Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.752,2016,12,3,5 days,119.38100084616687,5,1,12,2016,4,0,0,2.464023438871576,240.3869806034483,891,53,5
2016-12-07,2016-12-11,Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,2016,12,7,4 days,119.38100084616687,2,0,12,2016,4,0,0,5.036562916106171,243.52406695869837,51,47,4
2016-12-07,2016-12-11,Standard Class,Consumer,Henderson,Kentucky,South,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,2016,12,7,4 days,350.687146701974,2,0,12,2016,4,0,0,5.6522084391101535,243.52406695869837,51,42,4
2015-02-01,2015-02-03,First Class,Consumer,Green Bay,Wisconsin,Central,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,2015,2,1,2 days,456.40147435190295,6,1,2,2015,1,1,0,6.15251990610877,216.35788897672376,4,28,2
2017-07-14,2017-07-17,First Class,Corporate,Tucson,Arizona,West,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864,2017,7,14,3 days,456.40147435190295,4,0,7,2017,3,0,0,5.945064524273665,226.18461289808917,32,46,3
2016-12-18,2016-12-23,Standard Class,Consumer,Springfield,Ohio,East,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.776,2016,12,18,5 days,119.38100084616687,6,1,12,2016,4,0,0,6.473544957579167,240.3869806034483,161,33,5
